channelId,title,description,customUrl,subscribers,views,videos,hiddenSubscribers,publishedAt,country,defaultLanguage,keywords,uploadsPlaylistId,topics,query
UCd8P1KDjbiU5V8WRrOKciyA,Eesti NLP Instituut,,@eestinlpinstituut4956,3,1495,6,False,2015-12-17T06:56:20Z,,,"NLP ""neuro-lingvistiline programmeerimine"" ""Eesti NLP Instituut""",UUd8P1KDjbiU5V8WRrOKciyA,"https://en.wikipedia.org/wiki/Knowledge, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",eesti programmeerimine
UCFyxjrocvmcEaNqMim6AZ0g,Mati Pati,Tere rahvas mina olen jänes,@matipati3488,15,10327,4,False,2016-08-08T10:48:56Z,,,,UUFyxjrocvmcEaNqMim6AZ0g,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Film, https://en.wikipedia.org/wiki/Entertainment",vaatame
UCCySq2nP_mGUM8q7IvroNAA,Saaremaa LT (slt),,@saaremaalt7519,0,1754,9,False,2014-04-01T10:38:05Z,,,,UUCySq2nP_mGUM8q7IvroNAA,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Food",saaremaa
UC6HdVnE9SdF1yQMR1eyyQZQ,Hanna She,,@eestikeelasmr,70,2699,21,False,2024-05-29T07:06:15.908743Z,,,,UU6HdVnE9SdF1yQMR1eyyQZQ,https://en.wikipedia.org/wiki/Lifestyle_(sociology),eesti retseptid
UCldgeI6uhxunig7JPC3Gm5w,WinnerzEesti,"Winnerzi kaubamärgi omanik Hitz Gaming OÜ on Eesti äriregistris registreeritud ettevõte, kes on Eesti Maksu- ja Tolliameti litsentseeritud ametlik spordiennustuse ja õnnemängude korraldaja alates 2021. aastast. 

Me väärtustame oma klientide aega tänapäeva kiires maailmas. 🚁 Sellepärast oleme teinud meelelahutuse neile lihtsaks ja mugavaks – ilma registreerumiseta. 🎯 Vaid 3 klikki ja sisened oma isiklikku lõbustusparki! 🎡

Winnerzi eesmärk on olla esimene valik inimestele, kes hindavad kvaliteet",@winnerzeesti,79,1517,3,False,2022-05-16T13:16:04.192728Z,,et,,UUldgeI6uhxunig7JPC3Gm5w,,eesti gaming
UCvjLTHrrXe42XF2GgovUeRA,MänguKeskus,"Siin kanalil teen mina videoid mingitest mängudest mis tunduvad lahedad.
Vot.

Face reveal=220 sub (Mida ma arvatavasti kunagi ei saa lol)",@mangukeskus1394,43,2267,20,False,2018-12-22T13:39:26Z,EE,,,UUvjLTHrrXe42XF2GgovUeRA,"https://en.wikipedia.org/wiki/Role-playing_video_game, https://en.wikipedia.org/wiki/Action-adventure_game, https://en.wikipedia.org/wiki/Video_game_culture, https://en.wikipedia.org/wiki/Action_game",kuidas teha
UCgEP0GpbB6Zj2nbcJGnC2aA,Vikatimeister,"Welcome to Vikatimeister – The Art of Scythe Mowing!
We revive the ancient craft of scythe mowing through inspiring footage, practical tips, and behind-the-scenes views from our Estonian workshop – where every handle is handmade.
Scything is more than work – it's meditative and deeply satisfying.
🔔 Subscribe and join the movement – let’s bring back the scythe!
***
Tere tulemast Vikatimeistri kanalile – vikatiga niitmise kunst!
Siin jagame inspireerivaid kaadreid, kasulikke nippe ja pilke Eesti t",@vikatimeister,278,77702,77,False,2024-07-01T10:37:36.46719Z,EE,,"""mario karro"" vikat niitmine ""vikatiga niitmine"" ""heina niitmine"" ""vikati tera"" ""vikati vars"" lüsi käsivikat luisk luiskamine ""vikati teritamine"" pinnimine ""niitmise võistlus"" vikatimeister vikatimees vikatid",UUgEP0GpbB6Zj2nbcJGnC2aA,"https://en.wikipedia.org/wiki/Hobby, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",eesti kunst
UCxfMHM98RupUWEAVCqCHbjg,Renate - Topic,,,947,3401249,65,False,2018-08-17T10:32:41Z,,,,UUxfMHM98RupUWEAVCqCHbjg,"https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Pop_music, https://en.wikipedia.org/wiki/Electronic_music",eesti laulud
UCOWg4A1nS8NRl2ZUCn_mEBQ,Sei7Se,,@sei7se91,61,2404,18,False,2015-01-21T16:36:36Z,,,"""Hi my name is 470a :) I"" ""am 14 years. Please subscribe and look my videos :)""",UUOWg4A1nS8NRl2ZUCn_mEBQ,"https://en.wikipedia.org/wiki/Role-playing_video_game, https://en.wikipedia.org/wiki/Video_game_culture",vaatame
UC4pG0MjA-962emDSIptLHAg,Tartu ülikooli kammerkoor,,@tartuulikoolikammerkoor4548,7,5697,6,False,2012-06-11T19:50:44Z,EE,,,UU4pG0MjA-962emDSIptLHAg,"https://en.wikipedia.org/wiki/Classical_music, https://en.wikipedia.org/wiki/Music",tartu
UCgeOx1HnI7QfPIbxxsVEyuQ,Lõvitüdrukud 🤭,"🎬 Tere tulemast Kättemaksukontori fännide keskpunkti! 🔍

Kui armastad krimi, draamat, huumorit ja Eesti legendaarsemaid detektiive nagu Marion, Frida ja Häidi, siis oled just õiges kohas. Siin kanalil toome sinuni:
🕵️‍♀️ Parimad hetked ja unustamatud tsitaadid
🎞️ Nostalgilised throwback’id vanadest osadest
📁 Teooriad, karakterianalüüsid ja põnevad fanmade videod
📺 Kättemaksukontori maailm täiesti uue nurga alt

Uued videod, süvenevad lood ja sisu, mida isegi Asta ei suudaks ignoreerida – vajuta ",@kxtekas,102,27546,18,False,2025-07-21T06:11:34.346487Z,,,,UUgeOx1HnI7QfPIbxxsVEyuQ,"https://en.wikipedia.org/wiki/Humour, https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Film",eesti meelelahutus
UCen0phuEbh2HnmJ-gQppdkg,Rapla Korvpallikool,"Rapla Korvpallikooli YouTube kanal toob teieni videomaterjali AVIS Rapla meeskonna mängude videokokkuvõtted, parimad hetked, intervjuud. Samuti kajastab kanal Rapla Korvpallikooli noorte ja naiste võistkondade tegemisi.",@raplakorvpallikool,141,175452,388,False,2013-11-15T14:07:44Z,,,,UUen0phuEbh2HnmJ-gQppdkg,"https://en.wikipedia.org/wiki/Association_football, https://en.wikipedia.org/wiki/Basketball, https://en.wikipedia.org/wiki/Sport, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",eesti korvpall
UCTZTvPi8qNzai4q_Uy35yog,OLF Food,"OLF on meelelahutuslik todukanal mis ei võta end liiga tõsiselt.

Odav, lihtne söök. #food #cooking 
Toit ei pea kallis ega fancy olema. Õpime koos soodsalt toime tulema
",@olffood,68,3477,12,False,2023-09-02T10:20:54.730954Z,,,,UUTZTvPi8qNzai4q_Uy35yog,"https://en.wikipedia.org/wiki/Food, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",eesti toit
UCVshqRwIxI2zmCz9kOfJsNg,Enjoy Entertainment,,@enjoyentertainment10,2270,4586836,58,False,2013-07-10T13:10:03Z,,,,UUVshqRwIxI2zmCz9kOfJsNg,"https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Pop_music",eesti teater
UCykvba4jUSdcxniA51zAXpw,Tartu Jaani Kirik,,@tartujaanikirik8006,53,7680,141,False,2020-11-17T07:37:46.037296Z,EE,,,UUykvba4jUSdcxniA51zAXpw,"https://en.wikipedia.org/wiki/Society, https://en.wikipedia.org/wiki/Religion",tartu
UCebiuIDg4hG52WaJ9C3pV9Q,Perega looduses,"Kanalilt leiab videosi meie toimetamistest looduses. Kalalkäigud, matkad, ellujäämine, telkimine, primitiivsed oskused.
Kes soovib meie tegemisi toetada võib seda teha EE132200221015587135 Alvar Sõmer
Meie Facebooki leht : https://www.facebook.com/PeregaLooduses 
https://www.instagram.com/peregalooduses 
Kontakt : peregalooduses@peregalooduses.com 
",@peregalooduses,8380,5193456,698,False,2016-10-13T15:16:19Z,EE,,,UUebiuIDg4hG52WaJ9C3pV9Q,"https://en.wikipedia.org/wiki/Pet, https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Hobby",vaatame
UCE_pmBwoHuO0mieZpMOmJEQ,Eesti Konservatiivne Rahvaerakond,EKRE on kõige eestimeelsem erakond!,@erakondekre,269,3242101,80,False,2023-01-30T14:21:26.758608Z,EE,,,UUE_pmBwoHuO0mieZpMOmJEQ,"https://en.wikipedia.org/wiki/Society, https://en.wikipedia.org/wiki/Politics",eesti poliitika
UCByHmQzKzjO4Jpyz75rgG0w,Lavendlitalu,"LAVENDLITALU LUGU
Lavendlitalu sündis Eesti 100. sünnipäeval 2018. aastal, kui me koos sõpradega istutasime Kärdla kraatri kivisele servale 20 000 lavendlitaime.
Paradiisisaar Hiiumaa päikseline kliima sobib lavendlitele ideaalselt ja loodame, et ka läbi Lavendlitalu toodete on tunda selle erakordse saare võrratuid emotsioone.
",@lavendlitalu2018,5,1056,6,False,2021-02-04T13:27:35.763717Z,,,,UUByHmQzKzjO4Jpyz75rgG0w,"https://en.wikipedia.org/wiki/Knowledge, https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",hiiumaa
UClZMSto_paqJcsKwndV4DNw,Marko Parksepp,"
",@mpfotograafvideograaf,11,1660,20,False,2020-06-30T13:23:43.235688Z,EE,,,UUlZMSto_paqJcsKwndV4DNw,"https://en.wikipedia.org/wiki/Rock_music, https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Pop_music",eesti teater
UCo8W-M8Pg1h8w9ZQb3gJoKQ,Eesti Otsemüügi Assotsiatsioon,"Eesti Otsemüügi Assotsiatsioon (EDSA) on mittetulundusühing, kuhu kuuluvad juhtivad ettevõted, mis toodavad ja levitavad otse tarbijatele müüdavaid tooteid ja teenuseid.

Meie eesmärgiks on:
- soodustada otsemüügi kasvu ning tugevdada arusaama, et otsemüük on oluline toodete ja teenuste levitamise võimalus Eesti tarbijatele;
- parandada otsemüügi mainet ning toetada otsemüüki kui seaduslikku individuaalse äritegevuse viisi ja lisasissetuleku võimalust;
- edendada ausat konkurentsi ja tarbija õig",@edsa_official,12,58977,1,False,2020-11-20T07:31:16.195845Z,,,,UUo8W-M8Pg1h8w9ZQb3gJoKQ,,eesti äri
UCEW2VdamGWZFw6kPNRppmww,Nähtamatu võitlus,"Pöörane komöödia kung fu’st, armastusest ja õigeusust. Kinodes 8. detsembrist.",@theinvisiblefight,73,210413,8,False,2023-09-07T16:31:05.436886Z,,,,UUEW2VdamGWZFw6kPNRppmww,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Film",eesti komöödia
UCJslflfnZk7dZvUuPmbJqsA,Emily Kristel,,@emilykristel6278,1270,1373790,359,False,2017-07-21T18:52:28Z,,,,UUJslflfnZk7dZvUuPmbJqsA,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Pop_music",eesti teater
UCIK-DSUFXOeiVJn4qTY_lQw,Koodi Tund Estonia,,@kooditundestonia2740,3,567,7,False,2018-12-17T17:42:38Z,,,,UUIK-DSUFXOeiVJn4qTY_lQw,"https://en.wikipedia.org/wiki/Video_game_culture, https://en.wikipedia.org/wiki/Role-playing_video_game",eesti teater
UCb65BHgWjUIKeAvFH1fQzHg,STEFAN,,@stefanjen,13000,9854101,23,False,2013-12-18T20:25:43Z,EE,,"""stefan without you stefan airapetjan we´ll be fine"" ""eesti laul"" ""oh my god"" doomino hope",UUb65BHgWjUIKeAvFH1fQzHg,"https://en.wikipedia.org/wiki/Electronic_music, https://en.wikipedia.org/wiki/Independent_music, https://en.wikipedia.org/wiki/Pop_music, https://en.wikipedia.org/wiki/Music",eesti laulud
UC7Hg137Pn55GXVVTDyxC_cw,Minu Human Design,"Human Design süsteem - Teadlikum enesejuhtimine, harmoonilisemad suhted & tähendusrikkam töö. Loomulikult ja just Sulle omaselt! 
Rohkem infot leiad www.minuhumandesign.ee",@minuhumandesign,561,30926,90,False,2024-05-13T19:17:25.785987Z,EE,,,UU7Hg137Pn55GXVVTDyxC_cw,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Hobby",minu elu
UChFABws-S4K8de_KzGegpaA,Salajutud,,@salajutud,11300,2840369,108,False,2023-09-11T18:18:10.287613Z,,,,UUhFABws-S4K8de_KzGegpaA,,eesti taskuhääling
UCUJgk0GOx42767TRW7foLag,Eesti Töötukassa,"Eesti Töötukassa Youtube'i kanal toob sinuni töömaailma uudised, kasulikud nõuanded ja inspiratsioonilood! Siit leiad praktilist teavet karjääriplaneerimise, tööotsingute ja koolitusvõimaluste kohta, samuti videod, mis tutvustavad meie teenuseid ning toovad esile olulisi tööturu teemasid ja sündmusi.",@tootukassa,2130,1021213,707,False,2010-02-08T13:05:14Z,,,"töötukassa töövahendus tööturuteenused labour market services wage subsidy unemployment karjäärinõustamine karjääriteenused ""tööta ja õpi"" oskused karjääriinfo tööpakkumised hüvitised ""vähenenud töövõime"" career tööintervjuu kandideerimine CV motivatsioonikiri ""suveks tööle""",UUUJgk0GOx42767TRW7foLag,https://en.wikipedia.org/wiki/Society,eesti uudised
UCCcJX3fXJ48nPEc1AsHrEwQ,Raha Netis,"Selle kanali sisu on, kuidas teenida internetis raha?
Aka Haltuura Internetis või Lisaraha tegemine.

Kui see kõnetab sind siis kindlasti hakka minu jälgijaks. 

Natukene minust:
Olen ise ""Drop shipping"" ärimudeliga tegelenud viimased 2 aastat ja nüüd mõtlesin salvestada oma progressi.
Ise ehitasin oma epoed alati kokku nii Wordpress, Woocommerce, Shopmaster ja Aliexpress.
Veebipoed ja Turundus interneris on mind alati kõnetanud, esimesed poed Amazon.com abil ehitasin juba 2008 aastal.

Kanali t",@twojointsontheroad,1140,37012,16,False,2011-09-24T10:22:14Z,EE,et,"""Diamond Production"" Wordpress koduleht ""kuidas teha kodulehte ise?"" ""Kodulehe tegemine"" veebiarendus Woocommerce Dropshipping dropshippingeestis shopmaster aliexpress haltuura lisaraha",UUCcJX3fXJ48nPEc1AsHrEwQ,"https://en.wikipedia.org/wiki/Technology, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",kuidas teha
UCRpMchdtpW2WMA3-S75LgIg,Narva Täiskasvanute Kool,,@narvatk,3,813,12,False,2022-12-20T10:38:16.32003Z,EE,,,UURpMchdtpW2WMA3-S75LgIg,https://en.wikipedia.org/wiki/Lifestyle_(sociology),narva
UCFmWCXPiItTUyopxxOMPPgg,Eesti Sotsiaaltöö Assotsiatsioon,,@eestisotsiaaltooassotsiatsioon,71,13683,50,False,2021-12-07T12:23:48.993932Z,EE,,,UUFmWCXPiItTUyopxxOMPPgg,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Society, https://en.wikipedia.org/wiki/Health, https://en.wikipedia.org/wiki/Knowledge",eesti
UCHfs_AtiYGeI8U5ug7XjFcw,Freddy Saarm,,@mrfreddysa,66,4618,40,False,2012-02-28T07:12:32Z,,,,UUHfs_AtiYGeI8U5ug7XjFcw,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Health, https://en.wikipedia.org/wiki/Knowledge",eesti äri
UCTTpNEa7i5YT4t6ax7mgo-A,Forus Eesti,"Oleme Eesti kinnisvara haldus-, hooldus- ja turvateenuste ettevõte, mis pakub ainsana uuenduslikku ja terviklikku lahendust nii äri- kui erakinnisvara omanikele, kes väärtustavad oma aega ning soovivad muretult keskenduda oma põhiäritegevusele või veeta kvaliteetaega koos lähedastega.
Foruse 1500 professionaalist koosnev meeskond on oma teadmiste ja parimate tehnoloogiatega Sulle usaldusväärne partner, aidates luua just Sinu ettevõttele või kodule sobivaid nutikaid lahendusi.
FORUS – Hoiame ja h",@foruseesti5633,27,3880,2,False,2022-05-16T06:50:39.12528Z,,,,UUTTpNEa7i5YT4t6ax7mgo-A,,eesti äri
UCN3VgblTUgHt3YXAqGVzHHQ,Eesti Veokaralli,"Rallisõiduks kohendatud GAZ-ide ajalugu ja tänapäev Eesti ja välisriikide ralliradadel. Pildid, videod, sõitjaprofiilid, info jne. Ühesõnaga kõik, mis puudutab otseselt või kaudselt veokaralliga seonduvat... Kõike seda leiab meie kodulehelt www.veokaralli.eu ja loomulikult on meil ka stabiilselt uuenev fb-konto...",@veokaralli,16800,8916671,257,False,2014-02-14T20:49:48Z,EE,,"GAZ ""GAZ rally"" Veokaralli ""Truck rally"" Ralli ""GAZ WRC"" Rally",UUN3VgblTUgHt3YXAqGVzHHQ,"https://en.wikipedia.org/wiki/Sport, https://en.wikipedia.org/wiki/Vehicle, https://en.wikipedia.org/wiki/Motorsport, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",eesti ajalugu
UCamAe5P-VhpOxncefPVjMTQ,kodukant,,@kodukant,9,7715,19,False,2011-08-10T13:55:29Z,,,,UUamAe5P-VhpOxncefPVjMTQ,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Knowledge",võrumaa
UCTsROlT-D5a_TCfkLluxHog,Davidsons Feeds,"Ruminant feed specialists supplying a range of nuts, pellets, rolls, blends and bespoke meals in order to suit all your requirements. We are committed to providing our customers with safe, sustainable and high quality animal feed to add value to their business.

",@davidsonsfeeds,116,37258,44,False,2012-07-01T17:39:12Z,,,,UUTsROlT-D5a_TCfkLluxHog,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Knowledge",mängime
UCF6RznPNaCcG6rS_0ueyRzg,Husse Eesti,"🇸🇪Husse on Rootsi toidutootja, kellel on koertele, kassidele ja hobustele toidu tootmisel üle 30 aasta kogemusi🏆
Meie missioon - tagada, et kõik lemmikloomad saaksid elada tervislikult🐾
",@husseeesti,5,16753,61,False,2024-04-15T11:46:57.941419Z,,,,UUF6RznPNaCcG6rS_0ueyRzg,"https://en.wikipedia.org/wiki/Pet, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",eesti toit
UCcvPxDBhM0pB3jYlmFZsypg,Tartu Bussid Live.,"Explore Tartu through the eyes of a city bus driver. My unedited videos, filmed from the windshield of my bus, showcase different routes and times of day, capturing the real-time pace and sounds of the journey. Experience the charm of Tartu as if you're sitting right next to me, with live sounds recorded by the camera. These videos, made with love for Tartu, offer a relaxing escape and an authentic view of daily life in our small town. Join me on a soothing ride through the heart of Tartu.
-----",@tartubussidlive,164,18671,36,False,2024-01-13T07:52:48.36406Z,EE,et,"""Tartu Bussid"" ""Tartu Estonia"" Tartu TartuBussidLive ""Tartu linnatransport""",UUcvPxDBhM0pB3jYlmFZsypg,https://en.wikipedia.org/wiki/Lifestyle_(sociology),tartu
UCLfAFm9Z-FKIkslpng_8xwQ,Pall on ümmargune,"Korvpallipodcast 🎙️🏀
Euroliiga, Eesti korvpall ja muud põletavad teemad!

",@pallonummargune,111,11051,44,False,2024-08-31T06:55:38.082365Z,EE,,Korvpall Jalgpall Basketball Football Sport,UULfAFm9Z-FKIkslpng_8xwQ,"https://en.wikipedia.org/wiki/Sport, https://en.wikipedia.org/wiki/Basketball",eesti sport
UCkBh04a_mZAtv7k6XIDrhvw,longero london,http://pawns.app/?r=igor http://t.me/poliitikafoorum,@longerolondon2606,8,1273,112,False,2024-10-14T14:28:02.475291Z,EE,,Huumor web3,UUkBh04a_mZAtv7k6XIDrhvw,,eesti uudised
UCtzD-O7o-xbV36COFGV52-g,BK Eesti AS,"BK Eesti AS is a private capital company specialized in distribution of alarm systems and equipment. The business was established in 1994 and the region of intensive activity covers Lithuania, Latvia and Estonia.",@bkeestias,428,2010353,103,False,2013-12-10T12:24:39Z,EE,,Turvaseadmete hulgimüük turvakaamerad,UUtzD-O7o-xbV36COFGV52-g,"https://en.wikipedia.org/wiki/Technology, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",eesti tech
UC7v4OM4YegLTDATmsLYfIAA,TJK Legion,"


",@tjklegion,59,72469,12,False,2009-05-19T14:31:38Z,,,,UU7v4OM4YegLTDATmsLYfIAA,"https://en.wikipedia.org/wiki/Association_football, https://en.wikipedia.org/wiki/Sport",eesti jalgpall
UCSu0X0XFCYjFbwbxjW09Pvg,Tartu Pauluse,Tartu Pauluse koguduse jumalateenistuste otseülekanded ja järelvaatamine,@tartupauluse,839,209888,641,False,2015-04-16T10:14:18Z,EE,,,UUSu0X0XFCYjFbwbxjW09Pvg,"https://en.wikipedia.org/wiki/Religion, https://en.wikipedia.org/wiki/Society",tartu
UCSkUXhxLFtP0AZ-nqt-RjUg,Uued Uudised,"Rahvuskonservatiivne uudiste- ja arvamusportaal
",@uueduudisedtv,1450,535575,197,False,2025-01-31T18:31:19.756958Z,,,,UUSkUXhxLFtP0AZ-nqt-RjUg,"https://en.wikipedia.org/wiki/Politics, https://en.wikipedia.org/wiki/Society",eesti poliitika
UCQtHBEcLNLGzetlFNjdzGfQ,Hiiumaa TantsuFestival,,@hiiumaatantsufestival2104,6,1209,3,False,2014-04-02T10:27:50Z,,,,UUQtHBEcLNLGzetlFNjdzGfQ,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",hiiumaa
UCjJYq1vo3o43MelI-e0YQlA,EMK Tallinna Vene Kogudus,,@emktallinnavenekogudus,613,77953,385,False,2014-05-22T21:30:37Z,,,,UUjJYq1vo3o43MelI-e0YQlA,"https://en.wikipedia.org/wiki/Society, https://en.wikipedia.org/wiki/Religion",tallinn
UCSaL4JM5VFzoM7y5oJ2sqAg,Miiu ja Hundikutsikad,"Elustiiliblogija, kolme lapse ema, väikeettevõtja, kokandusentusiasti ja pesapunuja elu videopildis. Tere tulemast minu kanalile!

Instagram: http://www.instagram.com/miiunaator

",@miiujahundikutsikad,21800,12064032,374,False,2008-12-16T18:22:42Z,EE,et,"""eesti blogija"" ""eesti vlog"" pere family kids lapsed",UUSaL4JM5VFzoM7y5oJ2sqAg,"https://en.wikipedia.org/wiki/Lifestyle_(sociology), https://en.wikipedia.org/wiki/Hobby",minu elu
UCWNhelLcUWHn-K0ClrIu7tg,Eesti Võrkpalli Liit,Eesti Võrkpalli Liit / Estonian Volleyball Federation / Eesti Võrkpall / volley.ee ,@volleyee,476,83263,182,False,2011-02-02T10:07:20Z,EE,,"""Eesti Võrkpalli Liit"" ""Estonian Volleyball Federation""",UUWNhelLcUWHn-K0ClrIu7tg,"https://en.wikipedia.org/wiki/Association_football, https://en.wikipedia.org/wiki/Volleyball, https://en.wikipedia.org/wiki/Sport, https://en.wikipedia.org/wiki/Basketball, https://en.wikipedia.org/wiki/Lifestyle_(sociology)",eesti sport
UCOj-YHfMNccSw3W_3xGoNhg,Maarit Olbri,"Hei olen Maarit Olbri ja livin la vida loca :)
Instagram - @maaritolbri
🍁
",@maaritolbri,4220,1495883,254,False,2011-12-22T20:51:01Z,,,,UUOj-YHfMNccSw3W_3xGoNhg,https://en.wikipedia.org/wiki/Lifestyle_(sociology),eesti vlog
UCtuepRatEu5cCgQ15Hs7wKg,Tartu Noortekoor,"Tartu Noortekoor on linna gümnasistidest ja tudengitest koosnev segakoor. Koori eesmärgiks on pakkuda lauljatele laulurõõmu, enda muusikalise arendamise võimalust ja mõnusat sõpruskonda ning publikule ilusaid ja huvitavaid kontserdielamusi.

Tartu Youth Choir is a mixed choir consisting of the town's university and high school students. Its aim is to give young people a chance for musical development in a friendly atmosphere and to provide audiences with interesting and diverse performances.",@tartunoortekoor,207,118536,106,False,2010-11-03T22:08:56Z,EE,,,UUtuepRatEu5cCgQ15Hs7wKg,"https://en.wikipedia.org/wiki/Classical_music, https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Christian_music",tartu
